system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,Latitude,Longitude,SiteID,recnum,richness,.geo
000000000000000001e0,-0.1169475889556538,0.236275231938073,-0.009362872070233952,0.03407308391768353,-0.30586197531989545,-0.1358869590098069,0.04586899803702738,0.21721738657172673,0.12745421103859336,0.01768996427859267,0.21156027462284405,-0.2116952494150556,0.049898997582519006,0.09548348397053803,0.02854877720332393,0.028892138363262213,-0.021861148525170668,0.20065066971670942,-0.06107554787913664,0.0527135337783463,-0.1619985015341328,0.017145670958862182,-0.08168373359691608,0.009343907992546766,-0.13788258173164916,-0.01591518746710701,-0.2197674465265504,0.058866628629061196,0.06810358442079027,-0.18147277825026026,-0.08068966982310292,-0.09073299471702,-0.08125707640132229,-0.1669934005855868,0.15026601066616094,-0.08076958717507934,-0.06373553029705009,-0.0020373810175878366,-0.12218712084368537,0.12379463646793816,-0.11285711200681371,0.009278799744244203,0.014654659139360805,0.10628206611720815,0.21306317312429557,-0.2849677030271947,-0.13118442223647925,-0.011870857585488061,-0.15386448713224016,-0.11019977998313918,0.15642382160479792,-0.0565450355542578,0.10665103368556389,0.12098878677888168,0.010262136973253606,-0.11693269088480412,0.030821941926996617,-0.1053366980098542,-0.09682648693931564,-0.11787762574270187,0.054811105021514955,0.0809753384591976,0.052782136574556694,-0.012860669142095583,-33.520870208740234,20.510778427124023,s2lam039_231026,857,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f7,-0.006530493819774739,0.05052281079132177,0.0188385261187232,-0.050181390376848246,-0.21683393123638023,-0.18372671793654294,-0.03673329928343315,0.29821477322420864,-0.09034230510449083,-0.03745588479463194,0.10176666424486061,-0.05806661179202401,0.017589222542893246,0.11445205327442205,0.0761288943927773,0.11735947615318788,0.028875797088067787,0.050371338472985194,-0.18474970449086034,0.21549114026771327,-0.13330239991367654,-0.1717754415742814,-0.07609579338186254,0.03542965345929168,-0.017566498782157974,-0.019494215036818415,-0.10612870861252192,0.1161758019187674,-0.05755089282752326,-0.07785109894857302,-0.041008333001103243,-0.05760006277172393,4.0023419778173014E-4,-0.05946133033052108,0.0014490475647501132,-0.07881032873555344,0.026930838029217252,0.06081452251434865,-0.08321758841227847,0.085319141271288,-0.20148093648474766,-0.004454730999564559,6.614694369090543E-4,0.03058249134256008,0.25435933100493885,-0.009532865955248616,-0.10778462974818885,0.1295888206749446,-0.14622247594113427,-0.015512923816114048,0.0037014322986251105,-0.05889817020600268,0.01486799269557697,0.01077345536797742,0.031784794631393755,-0.04662156715391455,0.003646700412769433,-0.15638685262727914,-0.054824726607206914,0.04719429550389218,0.12174905587140485,-0.0721493848444909,0.04665320588776824,-0.07124557242447498,-33.647884368896484,21.63821792602539,s2lam108_230822,997,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000205,-0.0240831825927616,0.030553222431262787,-0.04916478102727639,-0.0430887781878015,-0.2767862573900256,-0.2540750914056084,0.08338388172559971,0.1961571660563001,0.05084120557951371,0.054341144321049556,0.1440611363225932,-0.050105013265209095,0.0820115381640231,0.15003498779816493,-0.04552730589101576,0.08794950962641199,-0.11789747706306006,0.17793404404016044,-0.131484272301499,0.17291759108877652,-0.1804127563648629,0.014957124519789056,-0.13308499145375588,0.058992567233023825,-0.06567834985151999,-0.14521277652008208,-0.1761121819993438,0.1548827941340405,-0.002106768672970944,-0.14017455138052645,-0.04437103785677409,-0.08575104298792204,-0.06554113089113499,-0.036924256692585845,-0.07198809072853869,-0.110108862156582,-0.02084006768397492,0.008981099839889902,-0.006531020340978864,0.13894450407331585,-0.24462379639856643,0.07566781525802528,0.04630566979195427,-0.017398997078722063,0.17871526733334867,-0.07738842112460868,-0.1433125520669472,0.02880114131509724,-0.28724271837452536,-0.08240446269433217,0.1455937374591672,-0.08134155512071267,0.16412674492049156,-0.04771032792102875,-0.04051352154018469,-0.03252650148001304,-0.012335292349668148,-0.08832579844520504,-0.08516270844383965,-0.002838506146028825,0.030011006089025436,0.055003313182124466,-0.04020624923766424,-0.07924994921425603,-33.50640106201172,20.680999755859375,s2lam137_230802,719,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5,-0.05877588707829373,0.11854106031467315,0.08497343239222815,0.08404658680769884,-0.2507362306158303,-0.16708211329380226,0.11660105289063814,0.2749596397395828,0.13883853623872539,0.032449161627346554,0.16349773749775767,-0.13971903641419517,0.00527672656196047,0.1393691553029233,0.07158397034887119,-0.0503935502817516,-0.13399037642860476,0.12253622211843854,-0.09321066520441662,0.10628876490478859,-0.11640850558487101,0.07485098070050712,-0.13591360753771706,-0.023025687229083058,-0.11707431900664511,-0.062298858440121375,-0.010703392287927016,0.04176019555153313,-0.14270505162431177,-0.13354486245650554,-0.06638511031732264,-0.0771171451041876,-0.055975125428366156,-0.1422565363074111,0.026914514203395575,-0.01723248679930664,-0.04636329646465094,0.0030819923525370174,-0.11398029121203725,0.20074519328805426,-0.2679486588941123,0.0300297519679936,-0.03947668816848838,-0.006635871223786427,0.18909655282314708,-0.19211005620049584,-0.026425017022261566,-0.1673727483199394,-0.2219665270418975,-0.06148834091129917,0.25263332020939777,-0.07785685593436589,-0.03382171638669681,0.02876371982805597,-0.021678638135060577,-0.19990068454099186,0.00789812532623712,0.013967479540578559,-0.028017720916954533,-0.017861972335661228,0.01209340533626639,0.11643118163437449,0.05373655091147852,-0.05654221898593429,-33.932448,21.071699142456055,s2lam098_230811,856,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f6,0.009812648883613821,0.13745324680905835,0.025458790953256052,-0.014323543970501944,-0.23602720242840233,-0.16028187547739775,0.039824093186089767,0.3059985323073625,0.10745265573436608,0.04863708957735282,0.23312265547289274,-0.20343632659914623,0.05049323737842491,0.11536256638706294,0.17141892041850892,0.07271065203872487,-0.049238167317182155,0.05871696053657212,-0.2230803970941965,0.009792762624092339,-0.1912392093639759,-0.14290427768385858,-0.08682500894906109,0.05528137014907361,-0.06455261119026726,0.15776470371520768,-0.07584051496805351,0.07245639577138271,-0.11521381683639473,-0.049316852909759304,-0.12747015756795232,-0.049137497709730575,-0.04112507213318283,-0.08413842882288439,0.01149858446941351,-0.1356452151904003,0.017268054524456435,0.1303721607788955,-0.09580540284066935,0.13872599995134952,-0.1390876107226197,-0.03634911120292918,-0.10393156884424243,0.03560183342232407,0.3626014627967435,-0.20679379104257997,-0.05823237904999968,0.002985075805438656,-0.11607458136964434,-0.03078054302156775,0.12126887523932312,-0.08686144993280637,-0.014950826356264766,0.10704805415624737,-0.014550030717481273,-0.18416458461796764,0.05513901146321245,-0.04664984112650998,0.009013049526471433,-0.011353997072917826,0.06048918700467454,0.04240460735888854,0.027005698976683073,-0.0013606813774180338,-33.93813705444336,21.052600860595703,s2lam101_230811,845,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e,-0.06979911086781827,0.1949049322516895,0.0032872851087920743,0.024462643433944223,-0.2978894110570323,-0.1522780577203435,0.09539976220345038,0.25566131300421846,0.06987011814039056,-0.011329622483666129,0.24942411870062453,-0.200613563906536,0.07723368426713287,0.11999847486784015,0.05943862807372459,0.0435467745649811,-0.03743468269579644,0.1637516301634916,-0.1264169040023593,0.08852782070542588,-0.1233967934057541,-0.07300621949236068,-0.10087622195180303,-0.02423936590698058,-0.08741062430251187,-0.040859731143434365,-0.11072580337382862,0.1013216876108342,-0.046537367195623625,-0.094540619113891,-0.015455559130908608,-0.04348712646928188,-0.025756526692434587,-0.10957807411274592,0.05384935924879422,-0.07161264335594908,-0.10811190917720512,0.024698429962637304,-0.11713012087096583,0.09596082333968312,-0.17139897248527927,2.908237356600335E-4,-0.06533021515774258,0.05437806014142252,0.23275991194206194,-0.23384845212679958,-0.058620687869319926,0.0016475007590026067,-0.1896940452076788,-0.1508164482104208,0.16993664112706686,-0.08134437518048283,0.0582741791671897,0.08094751052377,0.02981569692580764,-0.1571782292242443,0.0024434444579506383,-0.07296637917863366,0.013435827201988257,-0.029446875081786398,0.03328466222605279,0.04158303803040793,0.045588239342614564,-0.06661007245694478,-33.50481033325195,20.666133,s2lam137_231026,854,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6,-0.07152217559571815,0.26385415756553315,0.01813878470036282,-0.003604162672707436,-0.31579774482088363,-0.13906946106651752,0.06589647752328355,0.1682565713539531,0.04990876686972794,-0.041405644715712925,0.3260429724241447,-0.2296120139369563,-0.03266823342499191,0.14200995210652448,-0.03668797718785242,0.006525082720877973,-0.02190058745846583,0.15691483192562247,-0.045322024212362845,-0.05670216740867276,-0.0512176212251537,0.03636739916082644,-0.06114257039116441,-0.005533765390723271,-0.18618784751260015,-0.08677833849739015,-0.2215919037455909,0.05297091660084529,-0.06699566662163761,-0.11319150193631976,0.06403784985792986,-0.048783867258101146,0.05248761622096473,-0.15291996901097513,0.08510394571710464,-0.09224358307159349,-0.189272833102045,-0.017950104796809117,-0.15390842203113594,0.08111809325465745,-0.1081036304107611,-0.008034020839888002,-0.07850378182566894,0.07305842893677847,0.13144532621443458,-0.33344605595244,-0.09332020362515017,-0.06720536746534005,-0.1442157497019901,-0.1150070784679702,0.14741054984140525,-0.003492348650633963,-0.03493546554563808,0.107660388163401,0.015568022204112847,-0.22639467421860446,0.013642869883957237,-0.014067533013369684,0.015111257450785991,-0.04809262012438625,0.014559099008987586,0.05319882166147576,0.017180291071692652,-0.011387672251546133,-33.518933,20.544805,s2lam144_231026,854,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020a,0.06364692026601729,0.13544580308497545,-0.05368844970325004,0.0168542535239747,-0.15521871313617058,-0.1435133481486459,0.03384762393546304,0.2264176564357664,0.12747672327690332,0.009067170268943379,0.2797719179732311,-0.1067604103679397,-0.04786355691746325,0.07800131184585679,0.1390633710764929,0.04642875019503175,-0.07341095754277263,0.08085906357399907,-0.25928213141894535,0.0635416618334896,-0.1611282452678922,-0.16524592263134752,-0.04937379202404229,0.06689823089634442,0.009379714032832687,0.13251123791207253,-0.06558226731386876,0.08443965353418753,-0.190672002648697,0.022560423359314817,-0.04512264421036807,0.03293069240553829,-8.022275191014813E-4,-0.08928265030216488,-0.10441573530730162,-0.09492921272655629,-0.04713350484520391,0.10072173337351634,-0.03921444321862479,0.11749132614794526,-0.15117863497697423,-0.12516960291027335,-0.08003605849925947,0.0020905878519842523,0.35967206230611887,-0.18745568321832123,-0.02479849773403424,-0.08257687254908379,-0.14216599452381515,-0.0075874686486616565,0.1138221808041762,-0.13702959664097078,-0.028918282529984088,0.08346967603499114,-0.061997956006575046,-0.2489784498305917,-0.01853078069543473,-0.07187023669641428,0.05141994639064239,-0.09105895534684444,0.01997687000225998,0.07841978537477322,1.69046545008234E-4,-0.04290338731442445,-33.97380065917969,20.836200714111328,s2lam163_230712,714,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,-0.11048610006855666,0.24560458905731605,-9.700613032826589E-4,0.026583769747508125,-0.3099391935804288,-0.1277348563555546,0.08978518593172376,0.19733315291977546,-0.03761265914238456,-0.1538448646628735,0.24894158789644807,-0.12452919692741167,-0.036952048979585095,0.11118562688734304,0.061247666755007146,-0.007359006804701694,-0.02054827929014109,0.05302199801171826,-0.12310167942211274,0.18742051704451884,-0.05002152395954265,-0.19858208713186876,-0.047290788913234426,-0.0659473121905232,-0.010239741000785105,-0.04784234094678545,-0.03805707994643178,0.07135669377846944,-0.2059477767035909,-0.11379780409741953,0.1306882217319952,0.11354689155735016,-0.003798570129238309,-0.09785213138917982,0.05249314656590052,-0.019245558197473638,-0.09826724100389524,-0.10561516004756238,-0.08329773421308775,0.11262597822511991,-0.2353554010220114,0.023775749680543575,-0.05660011231262391,0.02700967597310301,0.18349080077490704,-0.18370822897342245,0.017241681172331425,-0.06040631248374725,-0.25087595510315297,-0.16093440411890353,0.08650102545407155,-0.07463907417568612,0.05363105925154522,0.09986543263793202,0.12346482371106922,-0.16847324176619413,-0.051533908417101426,-0.10417505506760896,0.048243153512859425,-0.04169152724016628,0.0466106679573496,0.08279265256454733,-0.10318487163886397,-0.10045855568785837,-33.325148,22.037875,s2lam039_231013,975,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd,0.05278120948336705,0.05375854428186929,-0.05181404205886646,0.014285759841743548,-0.2148463962960598,-0.28155279023966734,0.05631767735771392,0.243157601629077,0.10734189075608076,0.099065811068967,0.21334673382817393,-0.04485037769828196,0.03852138152612447,0.1120564100482847,0.061269230630215964,0.05546865288593858,-0.12058962259913067,0.1964149452632063,-0.12860502608399885,0.10887945637140495,-0.2676124864886453,-0.016045149683643012,-0.11580545138375732,0.12529101691605457,-0.062406715820265114,-0.009475885584203187,-0.17886888687102834,0.14234972086088937,2.8431966341175706E-4,-0.08668566512414902,-0.17089758593024446,-0.05631881289485272,-0.13719446156114903,-0.03180306547524077,-0.017288895374131943,-0.1334585679199608,0.08705544955074687,0.015161446923810619,0.0240960617329044,0.19245357335341612,-0.22182379037050903,0.035468274924322626,0.03493618221384921,0.007656598533405662,0.21153143912602865,-0.14673967645866046,-0.14184313622222022,-0.10648883345451833,-0.22470046283775022,-0.02480867015031615,0.12922822365372552,-0.09464443343605396,0.12043276852856105,0.016381069162535143,-0.12030943531605177,-0.13160043385036568,-0.04812062675949673,-0.087126991281995,-0.05034680208845498,-0.11123621103600373,-0.01601073989290881,0.10509109133111945,-0.017789281442301512,-0.023199743316559496,-33.676039,22.666200637817383,s2lam039_230613,1147,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
